93 238 3 1 5.75 0.67 5.74 0.43 1.40 0.51
94 235 3 1 4.36 0.61 4.36 0.45 1.17 0.49
94 236 3 1 5.15 0.62 4.67 0.47 1.36 0.53
94 237 3 1 5.54 0.66 5.07 0.42 1.63 0.50
94 238 3 1 5.96 0.67 5.24 0.39 1.59 0.52
94 239 3 1 5.96 0.67 5.33 0.42 1.41 0.51
94 240 3 1 6.49 0.70 5.61 0.37 1.69 0.54
94 241 3 1 6.56 0.72 5.83 0.43 1.83 0.54
94 242 3 1 6.81 0.70 6.02 0.45 1.84 0.53
94 243 3 1 6.47 0.72 5.80 0.46 1.53 0.54
94 244 5 2 6.85 0.72 6.25 0.47 1.59 0.17 1.96 0.52 1.35 0.13
94 245 5 2 6.62 0.63 6.21 0.43 1.40 0.15 1.79 0.52 1.11 0.20
94 246 5 2 6.94 0.66 6.43 0.47 1.67 0.27 2.16 0.49 1.09 0.18
95 239 3 1 6.10 0.65 4.49 0.35 1.28 0.56
95 240 3 1 6.00 0.59 4.56 0.43 1.12 0.53
95 241 3 1 6.49 0.69 4.86 0.43 1.33 0.54
95 242 3 1 6.56 0.71 5.15 0.44 1.39 0.55
95 243 3 1 6.89 0.74 5.33 0.43 1.63 0.53
95 244 3 1 6.70 0.67 5.21 0.45 1.33 0.55
95 245 3 1 7.01 0.70 5.54 0.43 1.60 0.53
95 246 3 1 6.70 0.69 5.28 0.42 1.32 0.54
95 247 5 2 7.22 0.65 5.71 0.41 0.17 0.16 1.82 0.48 0.04 0.15
96 241 5 2 6.04 0.67 4.07 0.41 0.41 0.21 0.95 0.52 1.75 0.17
96 242 3 1 6.75 0.66 4.50 0.40 1.32 0.56
96 243 3 1 6.83 0.68 4.70 0.33 1.27 0.56
96 244 3 1 7.13 0.74 4.83 0.39 1.48 0.55
96 245 3 1 6.74 0.68 4.74 0.42 1.26 0.54
96 246 3 1 7.31 0.74 5.23 0.43 1.52 0.56
96 247 3 1 7.06 0.69 5.10 0.38 1.36 0.55
96 248 3 1 7.25 0.70 5.25 0.45 1.59 0.54
96 249 3 1 6.99 0.66 5.09 0.38 1.45 0.51
96 250 5 2 7.07 0.70 5.04 0.45 1.43 0.18 1.45 0.52 1.50 0.13
97 244 3 1 6.83 0.71 3.79 0.30 0.82 0.55
97 245 3 1 7.29 0.71 4.29 0.34 1.22 0.54
97 246 3 1 7.18 0.75 4.17 0.45 0.92 0.56
97 247 3 1 7.49 0.77 4.40 0.40 1.25 0.54
97 248 3 1 7.46 0.71 4.48 0.36 1.19 0.56
97 249 3 1 7.64 0.74 4.61 0.38 1.35 0.54
97 250 3 1 7.20 0.68 4.39 0.38 1.11 0.51
98 250 3 1 7.64 0.75 4.15 0.44 1.00 0.53
98 251 3 1 7.31 0.72 4.08 0.43 0.79 0.53
98 252 3 1 7.57 0.74 3.67 0.34 0.89 0.56
98 253 4 1 7.55 0.72 3.51 0.40 0.65 0.53
98 255 5 2 7.01 0.70 2.22 0.34 2.10 0.36 0.28 0.44 1.69 0.05
